Density_min-max,density_o_min-max,Altitude_min-max,Kp_min-max,DSTIndex_min-max,Flag(***)_min-max,apindex_min-max,la_min-max,lo_min-max,local_solar_time_min-max,Unnamed: 0,Density,density_o,Altitude,la,lo,local_solar_time,Magnitude of Average Field Vector,ProtonDensity ,Kp,DSTIndex,Flag(***),apindex
0.260456062,1.06E-46,0.257578065,0.084337349,0.792828685,0,0.016759777,0.991194117,2.36E-31,0.426253381,6036,1.03E-13,1.63E-13,445728.2205,87.32935862,55.46475861,10.23020777,2,4.5,7,-10,-1,3
0.261234705,1.05E-46,0.259259958,0.084337349,0.764940239,0,0.016759777,0.99772734,2.28E-31,0.469103071,6037,1.17E-13,1.62E-13,445806.3911,87.37076324,47.52172325,11.25858406,3,3.8,7,-17,-1,3
0.26003337,1.03E-46,0.260189458,0.036144578,0.772908367,0,0.011173184,0.974265192,2.19E-31,0.510139916,6038,9.54E-14,1.60E-13,445849.5922,87.22207074,38.92605939,12.24345273,3.1,3.7,3,-15,-1,2
0.264682981,1.06E-46,0.259646741,0.036144578,0.788844622,0,0.011173184,0.995894614,1.70E-31,0.438537564,6039,1.79E-13,1.63E-13,445824.3679,87.35914825,-10.09412105,10.52502349,2.2,3.5,3,-11,-1,2
0.25929366,9.01E-47,0.257834196,0.036144578,0.804780876,0,0.011173184,0.993371339,1.62E-31,0.481109179,6040,8.21E-14,1.47E-13,445740.1249,87.34315687,-18.13730733,11.54672608,0.4,3.3,3,-7,-1,2
0.261067853,9.31E-47,0.258723673,0.036144578,0.820717131,0,0.011173184,0.980367634,1.13E-31,0.409130132,6041,1.14E-13,1.50E-13,445781.4658,87.26074526,-67.29312696,9.8192563,2.5,3.3,3,-3,-1,2
0.2621802,9.61E-47,0.25941327,0,0.816733068,0,0,0.998867561,1.04E-31,0.450976102,6042,1.34E-13,1.53E-13,445813.5167,87.37798944,-75.59757099,10.82354369,2.8,3,0,-4,-1,0
0.261179088,8.61E-47,0.260567345,0,0.812749004,0,0,0.986963737,9.64E-32,0.493586645,6043,1.16E-13,1.43E-13,445867.1555,87.30254838,-83.62678574,11.84618052,2.8,3,0,-5,-1,0
0.259977753,8.71E-47,0.261618202,0,0.804780876,0,0,0.98987768,4.72E-32,0.421494949,6044,9.44E-14,1.44E-13,445915.997,87.32101564,-132.8231949,10.11600721,2.9,2.3,0,-7,-1,0
0.258431591,8.21E-47,0.261434437,0,0.80876494,0,0,0.998155003,3.92E-32,0.46421519,6045,6.66E-14,1.39E-13,445907.456,87.37347357,-140.8129374,11.14127675,2.6,2.7,0,-6,-1,0
0.25974416,9.21E-47,0.262040194,0.036144578,0.80876494,0,0.011173184,0.976510805,3.06E-32,0.505495762,6046,9.02E-14,1.49E-13,445935.6102,87.23630242,-149.3209584,12.13199482,3.2,2.2,3,-6,-1,2
0.260734149,9.41E-47,0.264463753,0.036144578,0.820717131,0,0.011173184,0.995079588,3.42E-31,0.43374336,6047,1.08E-13,1.51E-13,446048.2518,87.35398298,161.6047461,10.40996442,3.2,2,3,-3,-1,2
0.257780868,6.91E-47,0.263998569,0.036144578,0.820717131,0,0.011173184,0.994573387,3.34E-31,0.476479334,6048,5.49E-14,1.26E-13,446026.6311,87.35077491,153.6206508,11.43561157,2.8,2.7,3,-3,-1,2
0.259660734,8.61E-47,0.261417414,0.036144578,0.832669323,0,0.011173184,0.97848987,2.85E-31,0.404682134,6049,8.87E-14,1.43E-13,445906.6648,87.24884484,104.5302274,9.712506031,3.1,3.1,3,0,-1,2
0.260678532,8.61E-47,0.260127519,0.084337349,0.820717131,0,0.016759777,0.998710075,2.76E-31,0.446326319,6050,1.07E-13,1.43E-13,445846.7134,87.37699137,96.15308108,10.71195066,4.1,2.7,7,-3,-1,3
0.259315907,9.61E-47,0.258068921,0.084337349,0.824701195,0,0.016759777,0.949588383,2.29E-31,0.3788247,6051,8.25E-14,1.53E-13,445751.0344,87.06568027,48.60902573,9.091937443,4.4,3.1,7,-2,-1,3
0.259399333,9.61E-47,0.258251142,0.036144578,0.828685259,0,0.011173184,0.988533861,2.68E-31,0.489058849,6052,8.40E-14,1.53E-13,445759.5036,87.31249912,88.16772327,11.73751515,4,3.4,3,-1,-1,2
0.261234705,8.61E-47,0.257690934,0.036144578,0.824701195,0,0.011173184,0.988281741,2.19E-31,0.416896811,6053,1.17E-13,1.43E-13,445733.4664,87.3109013,38.94593184,10.00565363,3.5,4.1,3,-2,-1,2
0.260172414,8.51E-47,0.260685795,0.036144578,0.824701195,0,0.011173184,0.998576647,2.11E-31,0.459464627,6054,9.79E-14,1.42E-13,445872.6608,87.37614576,30.90125307,11.02726506,3,4.8,3,-2,-1,2
0.260901001,9.41E-47,0.260358503,0.036144578,0.816733068,0,0.011173184,0.978685084,2.03E-31,0.50086683,6055,1.11E-13,1.51E-13,445857.449,87.25008202,22.43694476,12.02090221,3.1,4.8,3,-4,-1,2
0.261512792,9.11E-47,0.258693145,0.036144578,0.80876494,0,0.011173184,0.993956204,1.53E-31,0.428804576,6056,1.22E-13,1.48E-13,445780.0469,87.34686348,-26.74896927,10.29143548,3.9,5.1,3,-6,-1,2
0.259354839,8.41E-47,0.259009135,0.036144578,0.816733068,0,0.011173184,0.995581946,1.45E-31,0.471514428,6057,8.32E-14,1.41E-13,445794.7334,87.3571667,-34.74256364,11.31645569,4.1,5.4,3,-4,-1,2
0.261846496,8.11E-47,0.259503192,0,0.832669323,0,0,0.976264598,9.63E-32,0.400021553,6058,1.28E-13,1.38E-13,445817.6961,87.23474207,-83.72353525,9.600653855,0.7,9.2,0,0,-1,0
0.260228031,8.81E-47,0.260478429,0,0.820717131,0,0,0.998419958,8.78E-32,0.441465312,6059,9.89E-14,1.45E-13,445863.0229,87.37515274,-92.17294414,10.59528834,1.9,8.8,0,-3,-1,0
0.259427141,7.61E-47,0.261626637,0.084337349,0.824701195,0,0.016759777,0.990182151,7.99E-32,0.484399464,6060,8.45E-14,1.33E-13,445916.389,87.32294524,-100.0858317,11.62569168,2.1,9.4,7,-2,-1,3
0.259143493,7.91E-47,0.261291502,0.084337349,0.820717131,0,0.016759777,0.986707767,3.07E-32,0.412304072,6061,7.94E-14,1.36E-13,445900.8127,87.30092616,-149.2837405,9.895429648,3.1,7.7,7,-3,-1,3
0.258559511,8.91E-47,0.260019588,0.084337349,0.828685259,0,0.016759777,0.998647778,2.26E-32,0.454699786,6062,6.89E-14,1.46E-13,445841.697,87.37659656,-157.3904795,10.91291068,3.5,6.7,7,-1,-1,3
0.26323693,1.02E-46,0.262651742,0.084337349,0.836653386,0,0.016759777,0.980664943,1.42E-32,0.49644049,6063,1.53E-13,1.59E-13,445964.0336,87.26262947,-165.7330244,11.91467172,3.5,6.4,7,1,-1,3
0.259466073,8.01E-47,0.263219644,0.036144578,0.828685259,0,0.011173184,0.993299363,3.25E-31,0.424356448,6064,8.52E-14,1.37E-13,445990.4284,87.34270072,145.0731243,10.1846821,3,7,3,-1,-1,2
0.258704116,8.21E-47,0.261178962,0.036144578,0.84063745,0,0.011173184,0.996511249,3.17E-31,0.467193106,6065,7.15E-14,1.39E-13,445895.5821,87.3630562,137.1251052,11.21274561,2.9,7.6,3,2,-1,2
0.258509455,7.71E-47,0.260004996,0.036144578,0.848605578,0,0.011173184,0.974534713,2.68E-31,0.395899976,6066,6.80E-14,1.34E-13,445841.0188,87.22377884,88.21597491,9.501737575,3,7.2,3,4,-1,2
0.25983871,8.81E-47,0.258818596,0.036144578,0.844621514,0,0.011173184,0.998087587,2.60E-31,0.437116384,6067,9.19E-14,1.45E-13,445785.8776,87.37304632,79.68465979,10.49091572,3.8,7.5,3,3,-1,2
0.259649611,8.61E-47,0.257666083,0.036144578,0.836653386,0,0.011173184,0.99129222,2.52E-31,0.480119742,6068,8.85E-14,1.43E-13,445732.3114,87.32998035,71.79662521,11.52297997,3.5,7.2,3,1,-1,2
0.260088988,7.21E-47,0.260519449,0.036144578,0.820717131,0,0.011173184,0.985112153,2.03E-31,0.407977351,6069,9.64E-14,1.29E-13,445864.9294,87.29081388,22.58173332,9.791589983,4.3,6.1,3,-3,-1,2
0.260456062,7.41E-47,0.26106219,0.084337349,0.80876494,0,0.016759777,0.998795424,1.95E-31,0.450294701,6070,1.03E-13,1.31E-13,445890.1548,87.37753227,14.44671231,10.80719032,4.7,5.9,7,-6,-1,3
0.263515017,9.31E-47,0.260334274,0.084337349,0.816733068,0,0.016759777,0.982512657,1.86E-31,0.492027099,6071,1.58E-13,1.50E-13,445856.3229,87.27433945,6.101095535,11.80875201,5.3,5.3,7,-4,-1,3
0.26051168,8.41E-47,0.259438521,0.036144578,0.80876494,0,0.011173184,0.992138583,1.37E-31,0.419807857,6072,1.04E-13,1.41E-13,445814.6903,87.33534422,-43.14150903,10.07551764,4.7,4.8,3,-6,-1,2
0.26134594,7.31E-47,0.25989367,0.036144578,0.800796813,0,0.011173184,0.997241077,1.29E-31,0.462647023,6073,1.19E-13,1.30E-13,445835.8446,87.36768152,-51.08872783,11.10364134,4,4.4,3,-8,-1,2
0.261290323,8.21E-47,0.260290851,0.036144578,0.804780876,0,0.011173184,0.972419448,8.01E-32,0.391663499,6074,1.18E-13,1.39E-13,445854.3047,87.21037325,-99.88651145,9.400063726,3.9,5.2,3,-7,-1,2
0.260344828,8.91E-47,0.261177015,0.036144578,0.816733068,0,0.011173184,0.997620465,7.15E-32,0.432726455,6075,1.01E-13,1.46E-13,445895.4916,87.37008591,-108.4731828,10.38555908,4,5.9,3,-4,-1,2
0.259833148,7.81E-47,0.261318564,0,0.816733068,0,0,0.992428651,6.37E-32,0.475852761,6076,9.18E-14,1.35E-13,445902.0705,87.33718254,-116.3170705,11.42057404,4.4,6.3,0,-4,-1,0
0.257791991,8.81E-47,0.260336686,0,0.824701195,0,0,0.983357511,1.44E-32,0.40372299,6077,5.51E-14,1.45E-13,445856.435,87.27969375,-165.5275279,9.689486945,4.3,6.5,0,-2,-1,0
0.260400445,9.01E-47,0.262216301,0,0.824701195,0,0,0.998749004,6.21E-33,0.445873019,6078,1.02E-13,1.47E-13,445943.7953,87.37723808,-173.7228853,10.70107162,3.9,7.2,0,-2,-1,0
0.264738598,8.71E-47,0.263785149,0,0.816733068,0,0,0.984211112,3.58E-31,0.487888857,6079,1.80E-13,1.44E-13,446016.7118,87.28510349,178.0334332,11.70943577,4.2,6.6,0,-4,-1,0
0.265016685,8.71E-47,0.263276693,0.036144578,0.812749004,0,0.011173184,0.827344216,2.79E-32,0.571351397,6080,1.85E-13,1.44E-13,445993.0799,86.29095195,-152.0454871,13.71250504,4.5,7,3,-5,-1,2
0.258281424,7.51E-47,0.26255482,0.036144578,0.816733068,0,0.011173184,0.991333079,3.09E-31,0.41569733,6081,6.39E-14,1.32E-13,445959.5289,87.3302393,128.8007255,9.976866557,4.1,6.6,3,-4,-1,2
0.25919911,7.31E-47,0.260716259,0,0.844621514,0,0,0.997799084,3.01E-31,0.458518181,6082,8.04E-14,1.30E-13,445874.0767,87.37121792,120.8468417,11.0045507,4.3,6.9,0,3,-1,0
0.260050056,8.01E-47,0.259585838,0,0.852589641,0,0,0.97408371,2.93E-31,0.499692785,6083,9.57E-14,1.37E-13,445821.5373,87.22092059,112.3003104,11.99272556,4.8,6.8,0,5,-1,0
0.258865406,7.91E-47,0.257828402,0.084337349,0.844621514,0,0.016759777,0.99702567,2.44E-31,0.428601921,6084,7.44E-14,1.36E-13,445739.8556,87.36631637,63.46381007,10.28657183,3.5,7.1,7,3,-1,3
0.260216908,7.11E-47,0.258620899,0.084337349,0.828685259,0,0.016759777,0.993264055,2.36E-31,0.471656846,6085,9.87E-14,1.28E-13,445776.6891,87.34247695,55.5941611,11.31987368,3.1,7.8,7,-1,-1,3
0.259527253,8.21E-47,0.260193645,0.240963855,0.804780876,0,0.039106145,0.981875089,1.87E-31,0.399637091,6086,8.63E-14,1.39E-13,445849.7868,87.27029883,6.423238803,9.591426922,4.1,7.5,20,-7,-1,7
0.260622914,9.11E-47,0.259614575,0.240963855,0.792828685,0,0.039106145,0.998582696,1.78E-31,0.441362557,6087,1.06E-13,1.48E-13,445822.8729,87.3761841,-1.925038218,10.59282224,3.6,8.1,20,-10,-1,7
0.260100111,8.41E-47,0.257497215,0.084337349,0.828685259,0,0.016759777,0.985712095,1.70E-31,0.483445648,6088,9.66E-14,1.41E-13,445724.4628,87.29461604,-10.14458848,11.60280045,1.6,7.9,7,-1,-1,3
0.259571746,7.51E-47,0.258374644,0.084337349,0.832669323,0,0.016759777,0.990033083,1.21E-31,0.411181287,6089,8.71E-14,1.32E-13,445765.2437,87.32200051,-59.40361633,9.868483232,2.6,7.7,7,0,-1,3
0.260622914,7.81E-47,0.259095333,0.084337349,0.84063745,0,0.016759777,0.998288668,1.13E-31,0.454006428,6090,1.06E-13,1.35E-13,445798.7397,87.37432068,-67.35606483,10.89627036,3.4,10.6,7,2,-1,3
0.26016129,7.61E-47,0.260316651,0.084337349,0.860557769,0,0.016759777,0.976153695,1.04E-31,0.495528838,6091,9.77E-14,1.33E-13,445855.5038,87.23403922,-75.77750307,11.89279242,4.1,15.1,7,7,-1,3
0.25874861,8.11E-47,0.261539881,0.084337349,0.856573705,0,0.016759777,0.996489519,5.53E-32,0.42425335,6092,7.23E-14,1.38E-13,445912.3568,87.36291849,-124.6805832,10.18220778,4.7,16.1,7,6,-1,3
0.258292547,8.31E-47,0.261343983,0.084337349,0.888446215,0,0.016759777,0.99415272,4.74E-32,0.467345895,6093,6.41E-14,1.40E-13,445903.2519,87.34810891,-132.5368031,11.2164125,4.9,22,7,14,-1,3
0.262736374,9.81E-47,0.261394164,0.156626506,0.868525896,0,0.027932961,0.97996781,3.59E-31,0.395456681,6094,1.44E-13,1.55E-13,445905.5842,87.25821136,178.3391512,9.491098653,1.6,25.1,13,9,-1,5
0.26407119,1.03E-46,0.263832152,0.156626506,0.836653386,0,0.027932961,0.998420448,3.50E-31,0.437079261,6095,1.68E-13,1.60E-13,446018.8964,87.37515584,169.9537378,10.49002477,5.8,15.9,13,1,-1,5
0.260901001,6.21E-47,0.26372818,0.084337349,0.832669323,0,0.016759777,0.987187462,3.42E-31,0.479441792,6096,1.11E-13,1.19E-13,446014.064,87.30396625,161.8346965,11.50670943,1.6,13.9,7,0,-1,3
0.26012792,8.91E-47,0.261259691,0.084337349,0.860557769,0,0.016759777,0.989052568,2.93E-31,0.407183385,6097,9.71E-14,1.46E-13,445899.3342,87.31578645,112.5777345,9.772535101,4.5,16.8,7,7,-1,3
0.26012792,8.91E-47,0.260024969,0.277108434,0.864541833,0,0.05027933,0.998689826,2.85E-31,0.449943992,6098,9.71E-14,1.46E-13,445841.9471,87.37686304,104.6019838,10.79877342,4,20,23,8,-1,9
0.259699666,8.41E-47,0.258172009,0.277108434,0.864541833,0,0.05027933,0.977847568,2.76E-31,0.491629142,6099,8.94E-14,1.41E-13,445755.8257,87.24477422,96.23906547,11.7992012,2.6,19,23,8,-1,9
0.262347052,8.51E-47,0.257257109,0.204819277,0.852589641,0,0.033519553,0.995695921,2.27E-31,0.420137592,6100,1.37E-13,1.42E-13,445713.3032,87.35788902,47.25813906,10.08343115,4.1,12.5,17,5,-1,6
0.260050056,8.31E-47,0.2605407,0.204819277,0.844621514,0,0.033519553,0.994994179,2.20E-31,0.463180156,6101,9.57E-14,1.40E-13,445865.9171,87.3534417,39.38385645,11.11643634,2.5,9,17,3,-1,6
0.261957731,8.91E-47,0.260692323,0.156626506,0.796812749,0,0.027932961,0.978222767,1.70E-31,0.39139741,6102,1.30E-13,1.46E-13,445872.9642,87.24715206,-9.701928173,9.393677691,2.5,4.3,13,-9,-1,5
0.262958843,9.71E-47,0.259077995,0.156626506,0.780876494,0,0.027932961,0.998138228,1.62E-31,0.432686401,6103,1.48E-13,1.54E-13,445797.9339,87.37336726,-18.20751888,10.38459781,2,4.3,13,-13,-1,5
0.260177976,9.01E-47,0.258930411,0.084337349,0.796812749,0,0.016759777,0.98855456,1.54E-31,0.475166136,6104,9.80E-14,1.47E-13,445791.0745,87.3126303,-26.28446588,11.4040953,3.2,2.7,7,-9,-1,3
0.261290323,7.91E-47,0.259481838,0.084337349,0.800796813,0,0.016759777,0.987865781,1.05E-31,0.402998064,6105,1.18E-13,1.36E-13,445816.7036,87.30826513,-75.5090151,9.672088979,3.5,2.4,7,-8,-1,3
0.261067853,8.61E-47,0.260085721,0.084337349,0.816733068,0,0.016759777,0.999014352,9.65E-32,0.445726979,6106,1.14E-13,1.43E-13,445844.7707,87.37891974,-83.49628935,10.69756673,2,5.3,7,-4,-1,3
0.259371524,8.41E-47,0.261017848,0.084337349,0.80876494,0,0.016759777,0.979556961,8.83E-32,0.487707241,6107,8.35E-14,1.41E-13,445888.0939,87.25560758,-91.75308809,11.70507706,1.7,5.6,7,-6,-1,3
0.259738598,8.41E-47,0.258992111,0.036144578,0.812749004,0,0.011173184,0.568631142,1.31E-31,0.608033303,6108,9.01E-14,1.41E-13,445793.9422,84.65134533,-48.68633336,14.59285684,1.8,5.5,3,-5,-1,2
0.258720801,8.21E-47,0.260811317,0.036144578,0.816733068,0,0.011173184,0.995003241,3.92E-32,0.416123496,6109,7.18E-14,1.39E-13,445878.4948,87.35349913,-140.7673214,9.987094371,1.5,4.1,3,-4,-1,2
0.25945495,8.01E-47,0.259167307,0.036144578,0.804780876,0,0.011173184,0.995503709,3.13E-32,0.459114775,6110,8.50E-14,1.37E-13,445802.0849,87.35667087,-148.6601792,11.01886874,3.7,3.8,3,-7,-1,2
0.262068966,8.81E-47,0.261766617,0.036144578,0.816733068,0,0.011173184,0.976651353,3.43E-31,0.38759796,6111,1.32E-13,1.45E-13,445922.895,87.23719315,162.3496556,9.302492347,3,7.1,3,-4,-1,2
0.259137931,7.61E-47,0.262556075,0.084337349,0.816733068,0,0.016759777,0.998112942,3.34E-31,0.428841043,6112,7.93E-14,1.33E-13,445959.5872,87.37320701,153.8274432,10.29231068,2.7,7.9,7,-4,-1,3
0.258253615,6.91E-47,0.260929178,0.084337349,0.820717131,0,0.016759777,0.989650768,3.26E-31,0.471522408,6113,6.34E-14,1.26E-13,445883.9727,87.31957757,145.8229975,11.31664722,2.3,8.8,7,-3,-1,3
0.259226919,6.51E-47,0.259589361,0.036144578,0.84063745,0,0.011173184,0.986947883,2.77E-31,0.399353564,6114,8.09E-14,1.22E-13,445821.701,87.30244791,96.59809527,9.58462238,2.4,9.6,3,2,-1,2
0.260956618,7.31E-47,0.258536295,0.036144578,0.848605578,0,0.011173184,0.999161972,2.69E-31,0.44197765,6115,1.12E-13,1.30E-13,445772.7569,87.37985529,88.57301303,10.60758425,2.7,8.6,3,4,-1,2
0.260239155,7.21E-47,0.257272323,0.036144578,0.844621514,0,0.011173184,0.980712955,2.61E-31,0.484076631,6116,9.91E-14,1.29E-13,445714.0103,87.26293375,80.35888509,11.61794381,3.7,7.7,3,3,-1,2
0.261401557,7.01E-47,0.259700827,0.036144578,0.836653386,0,0.011173184,0.994123901,2.11E-31,0.412284324,6117,1.20E-13,1.27E-13,445826.8817,87.34792627,31.26950103,9.8949557,3.5,7.6,3,1,-1,2
0.261123471,6.21E-47,0.260278292,0,0.836653386,0,0,0.996067269,2.04E-31,0.455303761,6118,1.15E-13,1.19E-13,445853.721,87.36024246,23.38670393,10.92740586,3.2,8.9,0,1,-1,0
0.262013348,5.71E-47,0.259703123,0,0.84063745,0,0,0.974930736,1.54E-31,0.383722041,6119,1.31E-13,1.14E-13,445826.9884,87.22628866,-25.62690142,9.209471757,2.4,8.6,0,2,-1,0
0.25881535,5.91E-47,0.258372725,0.036144578,0.852589641,0,0.011173184,0.997675412,1.46E-31,0.424753536,6120,7.35E-14,1.16E-13,445765.1545,87.37043414,-34.2253799,10.19421206,0.7,9.6,3,5,-1,2
0.258431591,6.01E-47,0.259073296,0.036144578,0.852589641,0,0.011173184,0.990733208,1.38E-31,0.467550497,6121,6.66E-14,1.17E-13,445797.7155,87.32643759,-42.18831779,11.22132286,1.9,11.2,3,5,-1,2
0.259260289,7.41E-47,0.259558415,0.156626506,0.852589641,0,0.027932961,0.985721658,8.86E-32,0.395484041,6122,8.15E-14,1.31E-13,445820.2627,87.29467665,-91.37647461,9.491755301,3.1,10.3,13,5,-1,5
0.259288098,7.11E-47,0.260534933,0.156626506,0.844621514,0,0.027932961,0.999287346,8.06E-32,0.438106863,6123,8.20E-14,1.28E-13,445865.6491,87.38064985,-99.40213143,10.51468684,5.7,7.3,13,3,-1,5
0.258915462,6.11E-47,0.261108462,0.120481928,0.852589641,0,0.022346369,0.982057041,7.25E-32,0.480404804,6124,7.53E-14,1.18E-13,445892.3054,87.27145196,-107.544756,11.52982135,5,10.5,10,5,-1,4
0.258548387,6.71E-47,0.260692355,0.120481928,0.856573705,0,0.022346369,0.993213295,2.33E-32,0.408452738,6125,6.87E-14,1.24E-13,445872.9657,87.34215526,-156.6917694,9.802999095,0.5,13.7,10,6,-1,4
0.261735261,7.91E-47,0.261937306,0.036144578,0.84063745,0,0.011173184,0.996459585,1.53E-32,0.451405854,6126,1.26E-13,1.36E-13,445930.8282,87.36272878,-164.598553,10.83385756,2,14,3,2,-1,2
0.262847608,6.71E-47,0.263922714,0.036144578,0.836653386,0,0.011173184,0.973494323,3.27E-31,0.380082903,6127,1.46E-13,1.24E-13,446023.1055,87.21718532,146.4808861,9.122133828,2.5,12,3,1,-1,2
0.257141268,5.21E-47,0.262986223,0.204819277,0.848605578,0,0.033519553,0.997504014,3.18E-31,0.421075854,6128,4.34E-14,1.09E-13,445979.5795,87.3693479,137.8684405,10.10594908,2.5,14.5,17,4,-1,6
0.25849277,6.01E-47,0.260740606,0.204819277,0.832669323,0,0.033519553,0.991586246,3.10E-31,0.463960109,6129,6.77E-14,1.17E-13,445875.2083,87.33184376,129.9368465,11.13515492,4.2,10.2,17,0,-1,6
0.260901001,6.61E-47,0.259441079,0.204819277,0.832669323,0,0.033519553,0.984702474,2.61E-31,0.391939985,6130,1.11E-13,1.23E-13,445814.8092,87.28821752,80.76529471,9.4066993,3.7,10.1,17,0,-1,6
0.258976641,6.81E-47,0.257549225,0.204819277,0.836653386,0,0.033519553,0.999279543,2.53E-31,0.434465929,6131,7.64E-14,1.25E-13,445726.8801,87.3806004,72.7046915,10.42730579,1.8,10.8,17,1,-1,6
0.262124583,7.51E-47,0.257556237,0.084337349,0.836653386,0,0.016759777,0.983085835,2.45E-31,0.476792616,6132,1.33E-13,1.32E-13,445727.206,87.27797199,64.57234479,11.44313021,2.5,9.2,7,1,-1,3
0.258809789,6.91E-47,0.259896398,0.084337349,0.836653386,0,0.016759777,0.992503076,1.96E-31,0.404771477,6133,7.34E-14,1.26E-13,445835.9714,87.33765421,15.40039073,9.71465024,3.5,6.4,7,1,-1,3
0.260050056,6.51E-47,0.259384258,0,0.836653386,0,0,0.996802366,1.88E-31,0.447481914,6134,9.57E-14,1.22E-13,445812.1683,87.36490117,7.406160901,10.7396845,3,6.8,0,1,-1,0
0.261012236,6.11E-47,0.257269349,0,0.84063745,0,0,0.971801238,1.79E-31,0.488063093,6135,1.13E-13,1.18E-13,445713.8721,87.20645531,-1.354606882,11.71361737,2.3,6.8,0,2,-1,0
0.260678532,6.21E-47,0.2531043,0.036144578,0.844621514,0,0.011173184,0.27405632,2.27E-31,0.6233446,6136,1.07E-13,1.19E-13,445520.29,82.78446315,46.97104738,14.96032215,2.7,7.6,3,3,-1,2
0.258859844,7.01E-47,0.257984698,0.036144578,0.84063745,0,0.011173184,0.996971963,1.30E-31,0.417012322,6137,7.43E-14,1.27E-13,445747.1199,87.365976,-50.17728445,10.00842587,1.1,8.6,3,2,-1,2
0.26051168,6.61E-47,0.258605879,0,0.852589641,0,0,0.992502386,1.22E-31,0.46002408,6138,1.04E-13,1.23E-13,445775.991,87.33764984,-58.06309179,11.04069171,2.6,9.1,0,5,-1,0
0.259399333,7.21E-47,0.259819961,0,0.864541833,0,0,0.983460879,7.28E-32,0.388142917,6139,8.40E-14,1.29E-13,445832.4188,87.28034885,-107.1847376,9.315571112,1.7,11.3,0,8,-1,0
0.256713014,6.11E-47,0.26103138,0,0.87250996,0,0,0.999376636,6.47E-32,0.430597779,6140,3.57E-14,1.18E-13,445888.7228,87.38121573,-115.2710529,10.33447166,2.4,14.1,0,10,-1,0
0.258470523,5.21E-47,0.260640175,0,0.864541833,0,0,0.984248175,5.66E-32,0.473081836,6141,6.73E-14,1.09E-13,445870.5405,87.28533838,-123.3468691,11.3540729,2.9,12.9,0,8,-1,0
0.258926585,6.11E-47,0.260086792,0.036144578,0.860557769,0,0.011173184,0.991431788,7.39E-33,0.400986145,6142,7.55E-14,1.18E-13,445844.8205,87.33086487,-172.5457776,9.623803703,2.5,9.5,3,7,-1,2
0.261957731,7.41E-47,0.262569036,0.036144578,0.852589641,0,0.011173184,0.997159364,3.60E-31,0.443755228,6143,1.30E-13,1.31E-13,445960.1896,87.36716366,179.4809867,10.65024545,3.7,6.3,3,5,-1,2
0.26051168,6.11E-47,0.26270279,0,0.852589641,0,0,0.973357283,3.51E-31,0.484689621,6144,1.04E-13,1.18E-13,445966.4062,87.21631682,170.8472755,11.63265533,3.7,6.2,0,5,-1,0
0.257185762,5.01E-47,0.260406304,0,0.852589641,0,0,0.996770158,3.02E-31,0.413553298,6145,4.42E-14,1.07E-13,445859.6707,87.36469705,121.9937117,9.92541059,3.4,6.9,0,5,-1,0
0.258448276,5.21E-47,0.259349192,0.084337349,0.852589641,0,0.016759777,0.993242549,2.94E-31,0.45662269,6146,6.69E-14,1.09E-13,445810.5385,87.34234066,114.1285728,10.95905964,3.3,8,7,5,-1,3
0.260183537,6.41E-47,0.257763693,0.084337349,0.844621514,0,0.016759777,0.98247496,2.45E-31,0.38475981,6147,9.81E-14,1.21E-13,445736.8481,87.27410054,65.01343492,9.234377822,2.6,7.1,7,3,-1,3
0.259961068,6.61E-47,0.25660881,0,0.848605578,0,0,0.999214026,2.37E-31,0.427082491,6148,9.41E-14,1.23E-13,445683.1717,87.38018518,56.8794628,10.2501061,2.6,6.2,0,4,-1,0
0.258770857,4.90E-47,0.259656061,0,0.852589641,0,0,0.985250333,2.29E-31,0.469572926,6149,7.27E-14,1.06E-13,445824.8011,87.2916896,48.80586684,11.26986038,3,4.8,0,5,-1,0
0.258309232,4.90E-47,0.260243607,0,0.844621514,0,0,0.990646713,1.80E-31,0.397460999,6150,6.44E-14,1.06E-13,445852.1089,87.32588942,-0.39896787,9.539201529,2.7,4.9,0,3,-1,0
0.261290323,6.31E-47,0.258969572,0,0.84063745,0,0,0.997467849,1.72E-31,0.44000402,6151,1.18E-13,1.20E-13,445792.8946,87.3691187,-8.453665518,10.56021789,2,5.6,0,2,-1,0
0.258709677,5.11E-47,0.258332501,0,0.848605578,0,0,0.974787579,1.63E-31,0.481105073,6152,7.16E-14,1.08E-13,445763.285,87.22538139,-17.02748159,11.54662753,2.1,6,0,4,-1,0
0.258503893,5.61E-47,0.258855224,0,0.836653386,0,0,0.996376368,1.14E-31,0.409881675,6153,6.79E-14,1.13E-13,445787.58,87.36220139,-65.91250259,9.837293049,2.3,6.2,0,1,-1,0
0.259221357,6.41E-47,0.259313958,0.036144578,0.84063745,0,0.011173184,0.993922506,1.06E-31,0.453040216,6154,8.08E-14,1.21E-13,445808.9009,87.34664992,-73.74566813,10.87308163,2.4,6,3,2,-1,2
0.259082314,5.21E-47,0.260129157,0.036144578,0.852589641,0,0.011173184,0.981437366,5.72E-32,0.38135814,6155,7.83E-14,1.09E-13,445846.7895,87.26752474,-122.7958414,9.152739034,2.1,7,3,5,-1,2
